Date,Date2,DateID,Month,Year,Close,SMA,CCI,ROC,RSI
2005/7/29,2005.7,176 ,7.00 ,2005.00 ,14880.98 ,14095.05 ,164.94 ,21.60 ,74.26 
2005/8/31,2005.8,177 ,8.00 ,2005.00 ,14903.55 ,14213.09 ,137.05 ,15.98 ,74.52 
2005/9/30,2005.9,178 ,9.00 ,2005.00 ,15428.52 ,14531.69 ,105.85 ,17.60 ,80.21 
2005/10/31,2005.10,179 ,10.00 ,2005.00 ,14386.37 ,14611.26 ,16.13 ,10.20 ,52.37 
2005/11/30,2005.11,180 ,11.00 ,2005.00 ,14937.14 ,14789.60 ,10.97 ,6.24 ,60.96 
2005/12/30,2005.12,181 ,12.00 ,2005.00 ,14876.43 ,14902.17 ,29.12 ,4.54 ,59.54 
2006/1/27,2006.1,182 ,1.00 ,2006.00 ,15753.14 ,15008.73 ,115.45 ,13.11 ,68.80 
2006/2/28,2006.2,183 ,2.00 ,2006.00 ,15918.48 ,15216.68 ,112.49 ,12.14 ,72.94 
2006/3/31,2006.3,184 ,3.00 ,2006.00 ,15805.04 ,15279.43 ,79.12 ,16.93 ,69.45 
2006/4/28,2006.4,185 ,4.00 ,2006.00 ,16661.30 ,15658.59 ,145.74 ,19.79 ,78.69 
2006/5/30,2006.5,186 ,5.00 ,2006.00 ,15857.89 ,15812.05 ,80.49 ,14.36 ,58.69 
2006/6/30,2006.6,187 ,6.00 ,2006.00 ,16267.62 ,16043.91 ,-3.77 ,14.55 ,64.25 
2006/7/31,2006.7,188 ,7.00 ,2006.00 ,16971.34 ,16246.95 ,102.91 ,14.05 ,72.02 
2006/8/31,2006.8,189 ,8.00 ,2006.00 ,17392.27 ,16492.58 ,134.40 ,16.70 ,75.79 
2006/9/29,2006.9,190 ,9.00 ,2006.00 ,17543.05 ,16782.25 ,110.27 ,13.71 ,77.12 
2006/10/31,2006.10,191 ,10.00 ,2006.00 ,18324.35 ,17059.42 ,119.83 ,27.37 ,82.93 
2006/11/30,2006.11,192 ,11.00 ,2006.00 ,18960.48 ,17576.52 ,136.34 ,26.94 ,86.33 
2006/12/29,2006.12,193 ,12.00 ,2006.00 ,19964.72 ,18192.70 ,119.80 ,34.20 ,90.07 
2007/1/31,2007.1,194 ,1.00 ,2007.00 ,20106.42 ,18715.22 ,108.22 ,27.63 ,90.51 
2007/2/28,2007.2,195 ,2.00 ,2007.00 ,19651.51 ,19091.76 ,72.79 ,23.45 ,77.32 
2007/3/30,2007.3,196 ,3.00 ,2007.00 ,19800.93 ,19468.07 ,11.97 ,25.28 ,78.55 
2007/4/30,2007.4,197 ,4.00 ,2007.00 ,20318.98 ,19800.51 ,91.86 ,21.95 ,82.50 
2007/5/31,2007.5,198 ,5.00 ,2007.00 ,20634.47 ,20079.51 ,119.51 ,30.12 ,84.58 
2007/6/29,2007.6,199 ,6.00 ,2007.00 ,21772.73 ,20380.84 ,155.47 ,33.84 ,89.82 
2007/7/31,2007.7,200 ,7.00 ,2007.00 ,23184.94 ,20893.93 ,152.93 ,36.61 ,93.24 
2007/8/31,2007.8,201 ,8.00 ,2007.00 ,23984.14 ,21616.03 ,79.93 ,37.90 ,94.49 
2007/9/28,2007.9,202 ,9.00 ,2007.00 ,27142.47 ,22839.62 ,164.10 ,54.72 ,97.07 
2007/10/31,2007.10,203 ,10.00 ,2007.00 ,31352.58 ,24678.56 ,149.18 ,71.10 ,98.33 
2007/11/30,2007.11,204 ,11.00 ,2007.00 ,28643.61 ,26013.41 ,78.45 ,51.07 ,73.89 
2007/12/31,2007.12,205 ,12.00 ,2007.00 ,27812.65 ,26946.39 ,38.67 ,37.09 ,64.81 
2008/1/31,2008.1,206 ,1.00 ,2008.00 ,23455.74 ,27065.20 ,-64.75 ,16.66 ,44.33 
2008/2/29,2008.2,207 ,2.00 ,2008.00 ,24331.67 ,27123.12 ,-91.63 ,23.82 ,48.61 
2008/3/31,2008.3,208 ,3.00 ,2008.00 ,22849.20 ,26407.57 ,-95.39 ,15.39 ,42.04 
2008/4/30,2008.4,209 ,4.00 ,2008.00 ,25755.35 ,25474.70 ,-18.69 ,26.76 ,56.02 
2008/5/30,2008.5,210 ,5.00 ,2008.00 ,24533.12 ,24789.62 ,13.76 ,18.89 ,49.94 
2008/6/30,2008.6,211 ,6.00 ,2008.00 ,22102.01 ,23837.85 ,-78.76 ,1.51 ,39.67 
2008/7/31,2008.7,212 ,7.00 ,2008.00 ,22731.10 ,23717.07 ,-81.86 ,-1.96 ,43.29 
2008/8/29,2008.8,213 ,8.00 ,2008.00 ,21261.89 ,23205.44 ,-97.33 ,-11.35 ,37.06 
2008/9/30,2008.9,214 ,9.00 ,2008.00 ,18016.21 ,22510.93 ,-151.06 ,-31.17 ,28.43 
2008/10/31,2008.10,215 ,10.00 ,2008.00 ,13968.67 ,20435.50 ,-147.28 ,-55.45 ,18.97 
2008/11/28,2008.11,216 ,11.00 ,2008.00 ,13888.24 ,18661.35 ,-102.10 ,-51.51 ,18.84 
2008/12/31,2008.12,217 ,12.00 ,2008.00 ,14387.48 ,17375.60 ,-59.77 ,-48.27 ,22.82 
2009/1/30,2009.1,218 ,1.00 ,2009.00 ,13278.21 ,15683.52 ,-60.75 ,-46.37 ,18.81 
2009/2/27,2009.2,219 ,2.00 ,2009.00 ,12811.57 ,14391.73 ,-79.45 ,-47.35 ,19.07 
2009/3/31,2009.3,220 ,3.00 ,2009.00 ,13576.02 ,13651.70 ,-100.19 ,-40.58 ,26.99 
2009/4/30,2009.4,221 ,4.00 ,2009.00 ,15520.99 ,13910.42 ,126.62 ,-39.74 ,43.78 
2009/5/29,2009.5,222 ,5.00 ,2009.00 ,18171.00 ,14576.59 ,166.51 ,-27.10 ,57.91 
2009/6/30,2009.6,223 ,6.00 ,2009.00 ,18378.73 ,15289.42 ,116.19 ,-16.85 ,60.17 
2009/7/31,2009.7,224 ,7.00 ,2009.00 ,20573.33 ,16505.27 ,97.60 ,-9.49 ,69.78 
2009/8/31,2009.8,225 ,8.00 ,2009.00 ,19724.19 ,17657.38 ,91.13 ,-7.23 ,62.75 
2009/9/30,2009.9,226 ,9.00 ,2009.00 ,20955.25 ,18887.25 ,92.39 ,16.31 ,68.30 
2009/10/30,2009.10,227 ,10.00 ,2009.00 ,21752.87 ,19925.89 ,106.51 ,55.73 ,71.60 
2009/11/30,2009.11,228 ,11.00 ,2009.00 ,21821.50 ,20534.31 ,100.74 ,57.12 ,71.90 
2009/12/31,2009.12,229 ,12.00 ,2009.00 ,21872.50 ,21116.61 ,68.45 ,52.02 ,72.16 
2010/1/29,2010.1,230 ,1.00 ,2010.00 ,20121.99 ,21041.38 ,-33.59 ,51.54 ,52.06 
2010/2/26,2010.2,231 ,2.00 ,2010.00 ,20608.70 ,21188.80 ,-111.21 ,60.86 ,56.14 
2010/3/31,2010.3,232 ,3.00 ,2010.00 ,21239.35 ,21236.15 ,-23.10 ,56.45 ,61.26 
2010/4/30,2010.4,233 ,4.00 ,2010.00 ,21108.59 ,21128.77 ,24.20 ,36.00 ,59.53 
2010/5/31,2010.5,234 ,5.00 ,2010.00 ,19765.19 ,20786.05 ,-121.98 ,8.77 ,44.16 
2010/6/30,2010.6,235 ,6.00 ,2010.00 ,20128.99 ,20495.47 ,-66.17 ,9.52 ,48.48 
2010/7/30,2010.7,236 ,7.00 ,2010.00 ,21029.81 ,20646.77 ,12.68 ,2.22 ,58.12 
2010/8/31,2010.8,237 ,8.00 ,2010.00 ,20536.49 ,20634.74 ,32.51 ,4.12 ,51.76 
2010/9/30,2010.9,238 ,9.00 ,2010.00 ,22358.17 ,20821.21 ,114.53 ,6.69 ,67.51 
2010/10/29,2010.10,239 ,10.00 ,2010.00 ,23096.32 ,21152.50 ,150.04 ,6.18 ,71.96 
2010/11/30,2010.11,240 ,11.00 ,2010.00 ,23007.99 ,21692.96 ,110.55 ,5.44 ,70.57 
2010/12/31,2010.12,241 ,12.00 ,2010.00 ,23035.45 ,22177.37 ,51.65 ,5.32 ,70.79 
2011/1/31,2011.1,242 ,1.00 ,2011.00 ,23447.34 ,22580.29 ,71.94 ,16.53 ,74.12 
2011/2/28,2011.2,243 ,2.00 ,2011.00 ,23338.02 ,23047.22 ,26.84 ,13.24 ,71.52 
2011/3/31,2011.3,244 ,3.00 ,2011.00 ,23527.52 ,23242.11 ,-37.08 ,10.77 ,73.45 
2011/4/29,2011.4,245 ,4.00 ,2011.00 ,23720.81 ,23346.19 ,109.37 ,12.38 ,75.49 
2011/5/31,2011.5,246 ,5.00 ,2011.00 ,23684.13 ,23458.88 ,-5.20 ,19.83 ,74.19 
2011/6/30,2011.6,247 ,6.00 ,2011.00 ,22398.10 ,23352.65 ,-162.15 ,11.27 ,43.07 
2011/7/29,2011.7,248 ,7.00 ,2011.00 ,22440.25 ,23184.81 ,-117.95 ,6.71 ,43.99 
2011/8/31,2011.8,249 ,8.00 ,2011.00 ,20534.85 ,22717.61 ,-158.31 ,-0.01 ,23.39 
2011/9/30,2011.9,250 ,9.00 ,2011.00 ,17592.41 ,21728.43 ,-148.94 ,-21.32 ,12.52 
2011/10/31,2011.10,251 ,10.00 ,2011.00 ,19864.87 ,21085.77 ,-89.21 ,-13.99 ,38.85 
2011/11/30,2011.11,252 ,11.00 ,2011.00 ,17989.35 ,20136.64 ,-68.15 ,-21.81 ,29.93 
2011/12/30,2011.12,253 ,12.00 ,2011.00 ,18434.39 ,19476.02 ,-54.94 ,-19.97 ,34.23 
2012/1/31,2012.1,254 ,1.00 ,2012.00 ,20390.49 ,19134.39 ,55.74 ,-13.04 ,50.31 
2012/2/29,2012.2,255 ,2.00 ,2012.00 ,21680.08 ,19325.27 ,158.14 ,-7.10 ,58.37 
2012/3/30,2012.3,256 ,3.00 ,2012.00 ,20555.58 ,19819.13 ,82.59 ,-12.63 ,49.90 
2012/4/30,2012.4,257 ,4.00 ,2012.00 ,21094.21 ,19965.22 ,47.14 ,-12.56 ,51.30 
2012/5/31,2012.5,258 ,5.00 ,2012.00 ,18629.52 ,20130.71 ,-49.26 ,-21.34 ,37.79 
2012/6/29,2012.6,259 ,6.00 ,2012.00 ,19441.46 ,20298.56 ,-100.81 ,-13.20 ,44.33 
2012/7/31,2012.7,260 ,7.00 ,2012.00 ,19796.81 ,20199.61 ,-55.00 ,-11.78 ,47.24 
2012/8/31,2012.8,261 ,8.00 ,2012.00 ,19482.57 ,19833.36 ,-15.03 ,-5.12 ,44.76 
2012/9/28,2012.9,262 ,9.00 ,2012.00 ,20840.38 ,19880.83 ,67.21 ,18.46 ,56.59 
2012/10/31,2012.10,263 ,10.00 ,2012.00 ,21641.82 ,19972.09 ,160.57 ,8.95 ,62.31 
2012/11/30,2012.11,264 ,11.00 ,2012.00 ,22030.39 ,20538.91 ,113.00 ,22.46 ,64.99 
2012/12/31,2012.12,265 ,12.00 ,2012.00 ,22656.92 ,21074.82 ,100.35 ,22.91 ,69.23 
2013/1/31,2013.1,266 ,1.00 ,2013.00 ,23729.53 ,21730.27 ,129.00 ,16.38 ,75.36 
2013/2/28,2013.2,267 ,2.00 ,2013.00 ,23020.27 ,22319.89 ,76.70 ,6.18 ,65.07 
2013/3/28,2013.3,268 ,3.00 ,2013.00 ,22299.63 ,22563.09 ,7.20 ,8.48 ,55.79 
2013/4/30,2013.4,269 ,4.00 ,2013.00 ,22737.01 ,22714.08 ,-48.82 ,6.89 ,58.25 
2013/5/31,2013.5,270 ,5.00 ,2013.00 ,22392.16 ,22805.92 ,-5.63 ,20.20 ,55.05 
2013/6/28,2013.6,271 ,6.00 ,2013.00 ,20803.29 ,22496.98 ,-177.88 ,7.00 ,37.91 
2013/7/31,2013.7,272 ,7.00 ,2013.00 ,21883.66 ,22189.34 ,-79.17 ,10.54 ,50.49 
2013/8/30,2013.8,273 ,8.00 ,2013.00 ,21731.37 ,21974.52 ,-1.05 ,11.54 ,48.82 
2013/9/30,2013.9,274 ,9.00 ,2013.00 ,22859.86 ,22067.89 ,85.24 ,9.69 ,60.46 
2013/10/31,2013.10,275 ,10.00 ,2013.00 ,23206.37 ,22146.12 ,88.97 ,7.23 ,63.52 
2013/11/29,2013.11,276 ,11.00 ,2013.00 ,23881.29 ,22394.31 ,92.52 ,8.40 ,69.11 
2013/12/31,2013.12,277 ,12.00 ,2013.00 ,23306.39 ,22811.49 ,68.78 ,2.87 ,59.75 
2014/1/30,2014.1,278 ,1.00 ,2014.00 ,22035.42 ,22836.78 ,-62.75 ,-7.14 ,43.97 
2014/2/28,2014.2,279 ,2.00 ,2014.00 ,22836.96 ,23021.05 ,-95.61 ,-0.80 ,53.30 
2014/3/31,2014.3,280 ,3.00 ,2014.00 ,22151.06 ,22902.92 ,-95.05 ,-0.67 ,45.52 
2014/4/30,2014.4,281 ,4.00 ,2014.00 ,22133.97 ,22724.18 ,-27.54 ,-2.65 ,45.32 
2014/5/30,2014.5,282 ,5.00 ,2014.00 ,23081.65 ,22590.91 ,22.38 ,3.08 ,57.59 
2014/6/30,2014.6,283 ,6.00 ,2014.00 ,23190.72 ,22571.63 ,162.00 ,11.48 ,58.87 
2014/7/31,2014.7,284 ,7.00 ,2014.00 ,24756.85 ,23025.20 ,164.67 ,13.13 ,72.90 
2014/8/29,2014.8,285 ,8.00 ,2014.00 ,24742.06 ,23342.72 ,118.01 ,13.85 ,72.62 
2014/9/30,2014.9,286 ,9.00 ,2014.00 ,22932.98 ,23473.04 ,19.87 ,0.32 ,46.39 
2014/10/31,2014.10,287 ,10.00 ,2014.00 ,23998.06 ,23783.72 ,-15.99 ,3.41 ,57.29 
2014/11/28,2014.11,288 ,11.00 ,2014.00 ,23987.45 ,23934.69 ,-3.18 ,0.44 ,57.15 
2014/12/31,2014.12,289 ,12.00 ,2014.00 ,23605.04 ,24003.74 ,-84.08 ,1.28 ,51.73 
2015/1/30,2015.1,290 ,1.00 ,2015.00 ,24507.05 ,23962.11 ,60.51 ,11.22 ,61.95 
2015/2/27,2015.2,291 ,2.00 ,2015.00 ,24823.29 ,23975.65 ,138.96 ,8.70 ,65.06 
2015/3/31,2015.3,292 ,3.00 ,2015.00 ,24900.89 ,24303.63 ,73.46 ,12.41 ,65.88 
2015/4/30,2015.4,293 ,4.00 ,2015.00 ,28133.00 ,24992.79 ,196.87 ,27.10 ,84.32 
2015/5/29,2015.5,294 ,5.00 ,2015.00 ,27424.19 ,25565.58 ,111.60 ,18.81 ,73.82 
2015/6/30,2015.6,295 ,6.00 ,2015.00 ,26250.03 ,26006.41 ,36.80 ,13.19 ,59.18 
2015/7/31,2015.7,296 ,7.00 ,2015.00 ,24636.28 ,26027.95 ,-66.54 ,-0.49 ,44.59 
2015/8/31,2015.8,297 ,8.00 ,2015.00 ,21670.58 ,25502.50 ,-124.23 ,-12.41 ,28.88 
2015/9/30,2015.9,298 ,9.00 ,2015.00 ,20846.30 ,24826.73 ,-115.42 ,-9.10 ,25.85 
2015/10/30,2015.10,299 ,10.00 ,2015.00 ,22640.04 ,23911.24 ,-54.66 ,-5.66 ,41.82 
2015/11/30,2015.11,300 ,11.00 ,2015.00 ,21996.42 ,23006.61 ,-36.99 ,-8.30 ,38.27 
2015/12/31,2015.12,301 ,12.00 ,2015.00 ,21914.40 ,22284.00 ,-60.95 ,-7.16 ,37.78 
2016/1/29,2016.1,302 ,1.00 ,2016.00 ,19683.11 ,21458.48 ,-150.26 ,-19.68 ,26.64 
2016/2/29,2016.2,303 ,2.00 ,2016.00 ,19111.93 ,21032.03 ,-129.47 ,-23.01 ,24.43 
2016/3/31,2016.3,304 ,3.00 ,2016.00 ,20776.70 ,21020.43 ,-40.35 ,-16.56 ,41.44 
2016/4/29,2016.4,305 ,4.00 ,2016.00 ,21067.05 ,20758.27 ,12.02 ,-25.12 ,44.07 
2016/5/31,2016.5,306 ,5.00 ,2016.00 ,20815.09 ,20561.38 ,6.62 ,-24.10 ,42.10 
2016/6/30,2016.6,307 ,6.00 ,2016.00 ,20794.37 ,20374.71 ,55.21 ,-20.78 ,41.92 
2016/7/29,2016.7,308 ,7.00 ,2016.00 ,21891.37 ,20742.75 ,125.90 ,-11.14 ,54.60 
2016/8/31,2016.8,309 ,8.00 ,2016.00 ,22976.88 ,21386.91 ,156.73 ,6.03 ,63.95 
2016/9/30,2016.9,310 ,9.00 ,2016.00 ,23297.15 ,21806.99 ,129.80 ,11.76 ,66.40 
2016/10/31,2016.10,311 ,10.00 ,2016.00 ,22934.54 ,22118.23 ,74.17 ,1.30 ,60.79 
2016/11/30,2016.11,312 ,11.00 ,2016.00 ,22789.77 ,22447.35 ,23.74 ,3.61 ,58.42 
2016/12/30,2016.12,313 ,12.00 ,2016.00 ,22000.56 ,22648.38 ,-55.87 ,0.39 ,46.57 
2017/1/27,2017.1,314 ,1.00 ,2017.00 ,23360.78 ,22895.51 ,4.82 ,18.75 ,62.47 
2017/2/28,2017.2,315 ,2.00 ,2017.00 ,23740.73 ,23020.59 ,93.81 ,24.22 ,65.76 
2017/3/31,2017.3,316 ,3.00 ,2017.00 ,24111.59 ,23156.33 ,117.25 ,16.05 ,69.03 
2017/4/28,2017.4,317 ,4.00 ,2017.00 ,24615.13 ,23436.43 ,96.94 ,16.84 ,73.20 
2017/5/31,2017.5,318 ,5.00 ,2017.00 ,25660.65 ,23914.91 ,123.89 ,23.28 ,79.93 
2017/6/30,2017.6,319 ,6.00 ,2017.00 ,25764.58 ,24542.24 ,121.20 ,23.90 ,80.51 
2017/7/31,2017.7,320 ,7.00 ,2017.00 ,27323.99 ,25202.78 ,117.59 ,24.82 ,87.21 
2017/8/31,2017.8,321 ,8.00 ,2017.00 ,27970.30 ,25907.71 ,127.07 ,21.73 ,89.08 
2017/9/29,2017.9,322 ,9.00 ,2017.00 ,27554.30 ,26481.49 ,89.76 ,18.27 ,80.05 
2017/10/31,2017.10,323 ,10.00 ,2017.00 ,28245.54 ,27086.56 ,92.95 ,23.16 ,83.41 
2017/11/30,2017.11,324 ,11.00 ,2017.00 ,29177.35 ,27672.68 ,123.61 ,28.03 ,86.95 
2017/12/29,2017.12,325 ,12.00 ,2017.00 ,29919.15 ,28365.11 ,101.84 ,35.99 ,89.17 
2018/1/31,2018.1,326 ,1.00 ,2018.00 ,32887.27 ,29292.32 ,175.46 ,40.78 ,94.03 
2018/2/28,2018.2,327 ,2.00 ,2018.00 ,30844.72 ,29771.39 ,71.37 ,29.92 ,68.60 
2018/3/29,2018.3,328 ,3.00 ,2018.00 ,30093.38 ,30194.57 ,30.80 ,24.81 ,61.29 
2018/4/30,2018.4,329 ,4.00 ,2018.00 ,30808.45 ,30533.76 ,-10.83 ,23.02 ,62.48 
2018/5/31,2018.5,330 ,5.00 ,2018.00 ,30468.56 ,30836.92 ,-9.73 ,18.74 ,61.67 
2018/6/29,2018.6,331 ,6.00 ,2018.00 ,28955.11 ,30676.25 ,-142.09 ,12.38 ,47.02 
2018/7/31,2018.7,332 ,7.00 ,2018.00 ,28583.01 ,29958.87 ,-148.32 ,4.61 ,43.94 
2018/8/31,2018.8,333 ,8.00 ,2018.00 ,27888.55 ,29466.18 ,-119.72 ,-0.29 ,38.32 
2018/9/28,2018.9,334 ,9.00 ,2018.00 ,27788.52 ,29082.03 ,-97.65 ,0.85 ,37.49 
2018/10/31,2018.10,335 ,10.00 ,2018.00 ,24979.69 ,28110.57 ,-130.73 ,-11.56 ,21.68 
2018/11/30,2018.11,336 ,11.00 ,2018.00 ,26506.75 ,27450.27 ,-81.70 ,-9.15 ,38.58 
2018/12/31,2018.12,337 ,12.00 ,2018.00 ,25845.70 ,26875.12 ,-63.57 ,-14.76 ,32.97 
2019/1/31,2019.1,338 ,1.00 ,2019.00 ,27942.47 ,26825.28 ,24.50 ,-15.04 ,52.80 
2019/2/28,2019.2,339 ,2.00 ,2019.00 ,28633.18 ,26949.39 ,138.39 ,-7.17 ,57.46 
2019/3/29,2019.3,340 ,3.00 ,2019.00 ,29051.36 ,27159.86 ,116.21 ,-3.46 ,60.31 
2019/4/30,2019.4,341 ,4.00 ,2019.00 ,29699.11 ,27946.43 ,105.30 ,-3.60 ,64.70 
2019/5/31,2019.5,342 ,5.00 ,2019.00 ,26901.09 ,28012.15 ,-5.09 ,-11.71 ,41.11 
2019/6/28,2019.6,343 ,6.00 ,2019.00 ,28542.62 ,28461.64 ,-35.14 ,-1.42 ,53.14 
2019/7/31,2019.7,344 ,7.00 ,2019.00 ,27777.75 ,28434.19 ,-43.96 ,-2.82 ,47.69 
2019/8/30,2019.8,345 ,8.00 ,2019.00 ,25724.73 ,27949.44 ,-166.93 ,-7.76 ,35.86 
2019/9/30,2019.9,346 ,9.00 ,2019.00 ,26092.27 ,27456.26 ,-93.54 ,-6.10 ,39.10 
2019/10/31,2019.10,347 ,10.00 ,2019.00 ,26906.72 ,26990.86 ,-52.99 ,7.71 ,46.33 
2019/11/29,2019.11,348 ,11.00 ,2019.00 ,26346.49 ,26898.43 ,-14.78 ,-0.60 ,42.20 
2019/12/31,2019.12,349 ,12.00 ,2019.00 ,28189.75 ,26839.62 ,66.64 ,9.07 ,57.25 
